C:\Users\Lenovo\.conda\envs\d2l_env\python.exe E:\python\大模型应用开发\实验二\nanoGPT-master\train2.py 
初始化 GPU 模型 | 配置：n_layer=6, n_head=8, n_embd=256
number of parameters: 17.60M
num decayed parameter tensors: 26, with 17,629,184 parameters
num non-decayed parameter tensors: 13, with 3,328 parameters
using fused AdamW: True

开始 GPU 训练 | 数据集：tianlong | 总迭代数：5000 | 批次大小：16
【训练】迭代 4676 | 训练损失：1.9151 | 耗时：36.16ms | GPU 利用率：1.92%
【训练】迭代 4677 | 训练损失：1.9633 | 耗时：37.87ms | GPU 利用率：1.92%
【训练】迭代 4678 | 训练损失：2.1004 | 耗时：35.67ms | GPU 利用率：1.93%
【训练】迭代 4679 | 训练损失：1.9112 | 耗时：36.59ms | GPU 利用率：1.93%
【训练】迭代 4680 | 训练损失：1.9995 | 耗时：37.71ms | GPU 利用率：1.92%
【训练】迭代 4681 | 训练损失：2.0589 | 耗时：37.29ms | GPU 利用率：1.92%
【训练】迭代 4682 | 训练损失：2.1325 | 耗时：36.73ms | GPU 利用率：1.92%
【训练】迭代 4683 | 训练损失：2.0865 | 耗时：36.29ms | GPU 利用率：1.92%
【训练】迭代 4684 | 训练损失：2.0829 | 耗时：36.40ms | GPU 利用率：1.93%
【训练】迭代 4685 | 训练损失：2.1238 | 耗时：37.37ms | GPU 利用率：1.92%
【训练】迭代 4686 | 训练损失：2.0991 | 耗时：38.23ms | GPU 利用率：1.92%
【训练】迭代 4687 | 训练损失：2.0124 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 4688 | 训练损失：2.0890 | 耗时：35.59ms | GPU 利用率：1.93%
【训练】迭代 4689 | 训练损失：2.0427 | 耗时：36.65ms | GPU 利用率：1.93%
【训练】迭代 4690 | 训练损失：1.9554 | 耗时：37.28ms | GPU 利用率：1.92%
【训练】迭代 4691 | 训练损失：2.1189 | 耗时：35.80ms | GPU 利用率：1.93%
【训练】迭代 4692 | 训练损失：2.1594 | 耗时：40.09ms | GPU 利用率：1.91%
【训练】迭代 4693 | 训练损失：2.0579 | 耗时：35.49ms | GPU 利用率：1.92%
【训练】迭代 4694 | 训练损失：2.2654 | 耗时：36.08ms | GPU 利用率：1.93%
【训练】迭代 4695 | 训练损失：2.0880 | 耗时：36.44ms | GPU 利用率：1.93%
【训练】迭代 4696 | 训练损失：2.1063 | 耗时：36.43ms | GPU 利用率：1.93%
【训练】迭代 4697 | 训练损失：2.1278 | 耗时：37.94ms | GPU 利用率：1.92%
【训练】迭代 4698 | 训练损失：2.1080 | 耗时：38.43ms | GPU 利用率：1.92%
【训练】迭代 4699 | 训练损失：2.1595 | 耗时：35.96ms | GPU 利用率：1.92%
【训练】迭代 4700 | 训练损失：2.1002 | 耗时：36.45ms | GPU 利用率：1.92%
【训练】迭代 4701 | 训练损失：1.9688 | 耗时：37.62ms | GPU 利用率：1.92%
【训练】迭代 4702 | 训练损失：2.1304 | 耗时：35.94ms | GPU 利用率：1.92%
【训练】迭代 4703 | 训练损失：2.1111 | 耗时：37.04ms | GPU 利用率：1.92%
【训练】迭代 4704 | 训练损失：2.0227 | 耗时：37.93ms | GPU 利用率：1.92%
【训练】迭代 4705 | 训练损失：2.0722 | 耗时：37.13ms | GPU 利用率：1.92%
【训练】迭代 4706 | 训练损失：2.0385 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 4707 | 训练损失：2.0995 | 耗时：38.14ms | GPU 利用率：1.91%
【训练】迭代 4708 | 训练损失：2.2017 | 耗时：35.00ms | GPU 利用率：1.92%
【训练】迭代 4709 | 训练损失：2.1547 | 耗时：37.02ms | GPU 利用率：1.92%
【训练】迭代 4710 | 训练损失：2.1661 | 耗时：36.98ms | GPU 利用率：1.92%
【训练】迭代 4711 | 训练损失：2.0189 | 耗时：37.54ms | GPU 利用率：1.92%
【训练】迭代 4712 | 训练损失：2.1332 | 耗时：36.43ms | GPU 利用率：1.92%
【训练】迭代 4713 | 训练损失：2.1485 | 耗时：36.00ms | GPU 利用率：1.93%
【训练】迭代 4714 | 训练损失：2.0867 | 耗时：37.28ms | GPU 利用率：1.92%
【训练】迭代 4715 | 训练损失：2.1307 | 耗时：36.00ms | GPU 利用率：1.93%
【训练】迭代 4716 | 训练损失：2.1710 | 耗时：38.09ms | GPU 利用率：1.92%
【训练】迭代 4717 | 训练损失：2.2378 | 耗时：37.32ms | GPU 利用率：1.92%
【训练】迭代 4718 | 训练损失：2.0445 | 耗时：36.21ms | GPU 利用率：1.92%
【训练】迭代 4719 | 训练损失：1.9179 | 耗时：36.21ms | GPU 利用率：1.93%
【训练】迭代 4720 | 训练损失：2.1035 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 4721 | 训练损失：2.3136 | 耗时：44.41ms | GPU 利用率：1.89%
【训练】迭代 4722 | 训练损失：2.1294 | 耗时：33.00ms | GPU 利用率：1.92%
【训练】迭代 4723 | 训练损失：2.2519 | 耗时：38.08ms | GPU 利用率：1.91%
【训练】迭代 4724 | 训练损失：2.0577 | 耗时：36.25ms | GPU 利用率：1.92%
【训练】迭代 4725 | 训练损失：2.0892 | 耗时：37.01ms | GPU 利用率：1.92%
【训练】迭代 4726 | 训练损失：2.2138 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 4727 | 训练损失：2.1408 | 耗时：37.41ms | GPU 利用率：1.91%
【训练】迭代 4728 | 训练损失：2.1053 | 耗时：37.99ms | GPU 利用率：1.91%
【训练】迭代 4729 | 训练损失：2.1036 | 耗时：36.99ms | GPU 利用率：1.91%
【训练】迭代 4730 | 训练损失：2.1923 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 4731 | 训练损失：2.0163 | 耗时：37.36ms | GPU 利用率：1.91%
【训练】迭代 4732 | 训练损失：2.1829 | 耗时：37.00ms | GPU 利用率：1.91%
【训练】迭代 4733 | 训练损失：2.0492 | 耗时：37.01ms | GPU 利用率：1.91%
【训练】迭代 4734 | 训练损失：2.2065 | 耗时：36.99ms | GPU 利用率：1.91%
【训练】迭代 4735 | 训练损失：2.1664 | 耗时：37.52ms | GPU 利用率：1.91%
【训练】迭代 4736 | 训练损失：2.1172 | 耗时：36.39ms | GPU 利用率：1.92%
【训练】迭代 4737 | 训练损失：2.0911 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 4738 | 训练损失：2.0678 | 耗时：37.08ms | GPU 利用率：1.91%
【训练】迭代 4739 | 训练损失：2.1114 | 耗时：36.36ms | GPU 利用率：1.92%
【训练】迭代 4740 | 训练损失：2.1582 | 耗时：38.11ms | GPU 利用率：1.91%
【训练】迭代 4741 | 训练损失：2.1393 | 耗时：37.02ms | GPU 利用率：1.91%
【训练】迭代 4742 | 训练损失：2.0902 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 4743 | 训练损失：2.3558 | 耗时：36.99ms | GPU 利用率：1.92%
【训练】迭代 4744 | 训练损失：2.1980 | 耗时：37.09ms | GPU 利用率：1.92%
【训练】迭代 4745 | 训练损失：2.2314 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4746 | 训练损失：1.9462 | 耗时：38.02ms | GPU 利用率：1.91%
【训练】迭代 4747 | 训练损失：2.0724 | 耗时：36.34ms | GPU 利用率：1.92%
【训练】迭代 4748 | 训练损失：2.1679 | 耗时：36.26ms | GPU 利用率：1.92%
【训练】迭代 4749 | 训练损失：2.0620 | 耗时：38.01ms | GPU 利用率：1.91%

【验证】迭代 4750 | 验证损失：2.2173 | 当前学习率：1.0577e-04
【保存】模型已保存至 out-tianlong-char\ckpt.pt
【训练】迭代 4750 | 训练损失：2.1044 | 耗时：2473.90ms | GPU 利用率：1.73%
【训练】迭代 4751 | 训练损失：2.1710 | 耗时：37.13ms | GPU 利用率：1.74%
【训练】迭代 4752 | 训练损失：2.0435 | 耗时：36.54ms | GPU 利用率：1.76%
【训练】迭代 4753 | 训练损失：2.0895 | 耗时：36.01ms | GPU 利用率：1.78%
【训练】迭代 4754 | 训练损失：2.1761 | 耗时：37.01ms | GPU 利用率：1.80%
【训练】迭代 4755 | 训练损失：2.1222 | 耗时：39.25ms | GPU 利用率：1.80%
【训练】迭代 4756 | 训练损失：2.1296 | 耗时：36.38ms | GPU 利用率：1.81%
【训练】迭代 4757 | 训练损失：2.1940 | 耗时：36.76ms | GPU 利用率：1.82%
【训练】迭代 4758 | 训练损失：2.1869 | 耗时：36.47ms | GPU 利用率：1.84%
【训练】迭代 4759 | 训练损失：2.1150 | 耗时：38.56ms | GPU 利用率：1.84%
【训练】迭代 4760 | 训练损失：2.0630 | 耗时：36.68ms | GPU 利用率：1.85%
【训练】迭代 4761 | 训练损失：2.1036 | 耗时：36.07ms | GPU 利用率：1.86%
【训练】迭代 4762 | 训练损失：2.1352 | 耗时：37.39ms | GPU 利用率：1.86%
【训练】迭代 4763 | 训练损失：2.0665 | 耗时：37.20ms | GPU 利用率：1.87%
【训练】迭代 4764 | 训练损失：2.1499 | 耗时：36.42ms | GPU 利用率：1.87%
【训练】迭代 4765 | 训练损失：2.1479 | 耗时：36.56ms | GPU 利用率：1.88%
【训练】迭代 4766 | 训练损失：2.1315 | 耗时：36.90ms | GPU 利用率：1.88%
【训练】迭代 4767 | 训练损失：2.0823 | 耗时：36.41ms | GPU 利用率：1.89%
【训练】迭代 4768 | 训练损失：1.9998 | 耗时：37.52ms | GPU 利用率：1.89%
【训练】迭代 4769 | 训练损失：2.0901 | 耗时：37.09ms | GPU 利用率：1.89%
【训练】迭代 4770 | 训练损失：2.0739 | 耗时：36.18ms | GPU 利用率：1.90%
【训练】迭代 4771 | 训练损失：2.0674 | 耗时：37.30ms | GPU 利用率：1.90%
【训练】迭代 4772 | 训练损失：2.0388 | 耗时：37.01ms | GPU 利用率：1.90%
【训练】迭代 4773 | 训练损失：2.1379 | 耗时：35.86ms | GPU 利用率：1.91%
【训练】迭代 4774 | 训练损失：2.1421 | 耗时：39.16ms | GPU 利用率：1.90%
【训练】迭代 4775 | 训练损失：2.1914 | 耗时：36.90ms | GPU 利用率：1.90%
【训练】迭代 4776 | 训练损失：1.9468 | 耗时：35.49ms | GPU 利用率：1.91%
【训练】迭代 4777 | 训练损失：2.0316 | 耗时：37.80ms | GPU 利用率：1.91%
【训练】迭代 4778 | 训练损失：2.1366 | 耗时：36.21ms | GPU 利用率：1.91%
【训练】迭代 4779 | 训练损失：2.0293 | 耗时：37.02ms | GPU 利用率：1.91%
【训练】迭代 4780 | 训练损失：2.0694 | 耗时：37.88ms | GPU 利用率：1.91%
【训练】迭代 4781 | 训练损失：1.9476 | 耗时：37.12ms | GPU 利用率：1.91%
【训练】迭代 4782 | 训练损失：1.9823 | 耗时：36.28ms | GPU 利用率：1.91%
【训练】迭代 4783 | 训练损失：2.1097 | 耗时：36.59ms | GPU 利用率：1.91%
【训练】迭代 4784 | 训练损失：1.9561 | 耗时：36.91ms | GPU 利用率：1.92%
【训练】迭代 4785 | 训练损失：2.1373 | 耗时：37.24ms | GPU 利用率：1.91%
【训练】迭代 4786 | 训练损失：2.0608 | 耗时：37.21ms | GPU 利用率：1.91%
【训练】迭代 4787 | 训练损失：2.0664 | 耗时：37.69ms | GPU 利用率：1.91%
【训练】迭代 4788 | 训练损失：2.0997 | 耗时：36.34ms | GPU 利用率：1.91%
【训练】迭代 4789 | 训练损失：1.9769 | 耗时：37.03ms | GPU 利用率：1.91%
【训练】迭代 4790 | 训练损失：2.1289 | 耗时：36.83ms | GPU 利用率：1.91%
【训练】迭代 4791 | 训练损失：1.9880 | 耗时：36.60ms | GPU 利用率：1.92%
【训练】迭代 4792 | 训练损失：2.1267 | 耗时：37.26ms | GPU 利用率：1.92%
【训练】迭代 4793 | 训练损失：2.2082 | 耗时：37.45ms | GPU 利用率：1.91%
【训练】迭代 4794 | 训练损失：1.9915 | 耗时：36.29ms | GPU 利用率：1.92%
【训练】迭代 4795 | 训练损失：2.1355 | 耗时：35.61ms | GPU 利用率：1.92%
【训练】迭代 4796 | 训练损失：2.1042 | 耗时：37.67ms | GPU 利用率：1.92%
【训练】迭代 4797 | 训练损失：2.0363 | 耗时：36.89ms | GPU 利用率：1.92%
【训练】迭代 4798 | 训练损失：1.9912 | 耗时：37.24ms | GPU 利用率：1.92%
【训练】迭代 4799 | 训练损失：2.0823 | 耗时：36.22ms | GPU 利用率：1.92%
【训练】迭代 4800 | 训练损失：2.3165 | 耗时：37.41ms | GPU 利用率：1.92%
【训练】迭代 4801 | 训练损失：2.0981 | 耗时：36.45ms | GPU 利用率：1.92%
【训练】迭代 4802 | 训练损失：2.1074 | 耗时：36.23ms | GPU 利用率：1.93%
【训练】迭代 4803 | 训练损失：2.1144 | 耗时：37.18ms | GPU 利用率：1.92%
【训练】迭代 4804 | 训练损失：2.0121 | 耗时：38.02ms | GPU 利用率：1.92%
【训练】迭代 4805 | 训练损失：2.0520 | 耗时：36.34ms | GPU 利用率：1.92%
【训练】迭代 4806 | 训练损失：2.0997 | 耗时：36.40ms | GPU 利用率：1.92%
【训练】迭代 4807 | 训练损失：2.0957 | 耗时：36.82ms | GPU 利用率：1.92%
【训练】迭代 4808 | 训练损失：2.1554 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4809 | 训练损失：2.0280 | 耗时：36.32ms | GPU 利用率：1.93%
【训练】迭代 4810 | 训练损失：2.0354 | 耗时：38.67ms | GPU 利用率：1.92%
【训练】迭代 4811 | 训练损失：2.0544 | 耗时：35.58ms | GPU 利用率：1.92%
【训练】迭代 4812 | 训练损失：2.1126 | 耗时：38.01ms | GPU 利用率：1.92%
【训练】迭代 4813 | 训练损失：2.1462 | 耗时：36.33ms | GPU 利用率：1.92%
【训练】迭代 4814 | 训练损失：2.1328 | 耗时：36.25ms | GPU 利用率：1.92%
【训练】迭代 4815 | 训练损失：1.9333 | 耗时：37.99ms | GPU 利用率：1.92%
【训练】迭代 4816 | 训练损失：2.2153 | 耗时：36.72ms | GPU 利用率：1.92%
【训练】迭代 4817 | 训练损失：2.0780 | 耗时：36.67ms | GPU 利用率：1.92%
【训练】迭代 4818 | 训练损失：2.0452 | 耗时：37.98ms | GPU 利用率：1.92%
【训练】迭代 4819 | 训练损失：2.0613 | 耗时：35.00ms | GPU 利用率：1.93%
【训练】迭代 4820 | 训练损失：2.2494 | 耗时：37.54ms | GPU 利用率：1.92%
【训练】迭代 4821 | 训练损失：2.0341 | 耗时：41.43ms | GPU 利用率：1.90%
【训练】迭代 4822 | 训练损失：2.0974 | 耗时：35.42ms | GPU 利用率：1.91%
【训练】迭代 4823 | 训练损失：2.1622 | 耗时：36.05ms | GPU 利用率：1.92%
【训练】迭代 4824 | 训练损失：2.2464 | 耗时：36.55ms | GPU 利用率：1.92%
【训练】迭代 4825 | 训练损失：2.0501 | 耗时：37.90ms | GPU 利用率：1.91%
【训练】迭代 4826 | 训练损失：2.1223 | 耗时：37.47ms | GPU 利用率：1.91%
【训练】迭代 4827 | 训练损失：2.1166 | 耗时：36.03ms | GPU 利用率：1.92%
【训练】迭代 4828 | 训练损失：2.1631 | 耗时：37.44ms | GPU 利用率：1.91%
【训练】迭代 4829 | 训练损失：2.1024 | 耗时：37.14ms | GPU 利用率：1.91%
【训练】迭代 4830 | 训练损失：2.2218 | 耗时：38.04ms | GPU 利用率：1.91%
【训练】迭代 4831 | 训练损失：2.0391 | 耗时：37.11ms | GPU 利用率：1.91%
【训练】迭代 4832 | 训练损失：2.1262 | 耗时：36.19ms | GPU 利用率：1.91%
【训练】迭代 4833 | 训练损失：2.0402 | 耗时：36.72ms | GPU 利用率：1.92%
【训练】迭代 4834 | 训练损失：2.0821 | 耗时：37.86ms | GPU 利用率：1.91%
【训练】迭代 4835 | 训练损失：2.1115 | 耗时：36.80ms | GPU 利用率：1.91%
【训练】迭代 4836 | 训练损失：2.0801 | 耗时：37.88ms | GPU 利用率：1.91%
【训练】迭代 4837 | 训练损失：1.9892 | 耗时：35.89ms | GPU 利用率：1.92%
【训练】迭代 4838 | 训练损失：1.9133 | 耗时：35.54ms | GPU 利用率：1.92%
【训练】迭代 4839 | 训练损失：1.9770 | 耗时：38.12ms | GPU 利用率：1.92%
【训练】迭代 4840 | 训练损失：2.0408 | 耗时：36.72ms | GPU 利用率：1.92%
【训练】迭代 4841 | 训练损失：2.1478 | 耗时：36.21ms | GPU 利用率：1.92%
【训练】迭代 4842 | 训练损失：2.2418 | 耗时：37.08ms | GPU 利用率：1.92%
【训练】迭代 4843 | 训练损失：2.1449 | 耗时：36.78ms | GPU 利用率：1.92%
【训练】迭代 4844 | 训练损失：2.1458 | 耗时：35.83ms | GPU 利用率：1.93%
【训练】迭代 4845 | 训练损失：2.0610 | 耗时：37.04ms | GPU 利用率：1.93%
【训练】迭代 4846 | 训练损失：1.9974 | 耗时：37.43ms | GPU 利用率：1.92%
【训练】迭代 4847 | 训练损失：2.0939 | 耗时：38.24ms | GPU 利用率：1.92%
【训练】迭代 4848 | 训练损失：2.2093 | 耗时：36.94ms | GPU 利用率：1.92%
【训练】迭代 4849 | 训练损失：2.0019 | 耗时：35.91ms | GPU 利用率：1.92%
【训练】迭代 4850 | 训练损失：2.0443 | 耗时：36.80ms | GPU 利用率：1.92%
【训练】迭代 4851 | 训练损失：2.2841 | 耗时：37.45ms | GPU 利用率：1.92%
【训练】迭代 4852 | 训练损失：2.1880 | 耗时：36.81ms | GPU 利用率：1.92%
【训练】迭代 4853 | 训练损失：2.2020 | 耗时：37.33ms | GPU 利用率：1.92%
【训练】迭代 4854 | 训练损失：2.2226 | 耗时：36.41ms | GPU 利用率：1.92%
【训练】迭代 4855 | 训练损失：2.0651 | 耗时：36.58ms | GPU 利用率：1.92%
【训练】迭代 4856 | 训练损失：2.1225 | 耗时：36.64ms | GPU 利用率：1.92%
【训练】迭代 4857 | 训练损失：2.0289 | 耗时：37.55ms | GPU 利用率：1.92%
【训练】迭代 4858 | 训练损失：2.2047 | 耗时：36.03ms | GPU 利用率：1.92%
【训练】迭代 4859 | 训练损失：2.0792 | 耗时：37.94ms | GPU 利用率：1.92%
【训练】迭代 4860 | 训练损失：2.1755 | 耗时：36.00ms | GPU 利用率：1.92%
【训练】迭代 4861 | 训练损失：2.1268 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4862 | 训练损失：2.0924 | 耗时：37.00ms | GPU 利用率：1.92%
【训练】迭代 4863 | 训练损失：2.1117 | 耗时：36.00ms | GPU 利用率：1.93%
【训练】迭代 4864 | 训练损失：2.1148 | 耗时：39.77ms | GPU 利用率：1.91%
【训练】迭代 4865 | 训练损失：2.1020 | 耗时：35.83ms | GPU 利用率：1.92%
【训练】迭代 4866 | 训练损失：2.1948 | 耗时：36.69ms | GPU 利用率：1.92%
【训练】迭代 4867 | 训练损失：2.0625 | 耗时：36.91ms | GPU 利用率：1.92%
【训练】迭代 4868 | 训练损失：2.0314 | 耗时：38.99ms | GPU 利用率：1.91%
【训练】迭代 4869 | 训练损失：2.2240 | 耗时：35.45ms | GPU 利用率：1.92%
【训练】迭代 4870 | 训练损失：2.1675 | 耗时：37.50ms | GPU 利用率：1.92%
【训练】迭代 4871 | 训练损失：1.9822 | 耗时：36.74ms | GPU 利用率：1.92%
【训练】迭代 4872 | 训练损失：2.0532 | 耗时：36.56ms | GPU 利用率：1.92%
【训练】迭代 4873 | 训练损失：2.0860 | 耗时：37.89ms | GPU 利用率：1.91%
【训练】迭代 4874 | 训练损失：2.2485 | 耗时：35.73ms | GPU 利用率：1.92%
【训练】迭代 4875 | 训练损失：2.2916 | 耗时：38.95ms | GPU 利用率：1.91%
【训练】迭代 4876 | 训练损失：2.0958 | 耗时：37.41ms | GPU 利用率：1.91%
【训练】迭代 4877 | 训练损失：1.9145 | 耗时：36.49ms | GPU 利用率：1.91%
【训练】迭代 4878 | 训练损失：2.0936 | 耗时：36.50ms | GPU 利用率：1.92%
【训练】迭代 4879 | 训练损失：2.0497 | 耗时：36.15ms | GPU 利用率：1.92%
【训练】迭代 4880 | 训练损失：2.1968 | 耗时：37.44ms | GPU 利用率：1.92%
【训练】迭代 4881 | 训练损失：2.0385 | 耗时：38.10ms | GPU 利用率：1.91%
【训练】迭代 4882 | 训练损失：2.0147 | 耗时：36.04ms | GPU 利用率：1.92%
